,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
2481,SaÃºl BerjÃ³n,31,178,85,Real Oviedo,11000,78,74,73,74,34,,,,,
2482,T. Torun,27,176,72,Medipol BaÅakÅehir FK,25000,78,68,73,76,25,,,,,
2483,G. Angella,28,189,79,Udinese,25000,42,42,51,49,75,,,,,
2484,J. Urretaviscaya,27,172,66,Pachuca,32000,85,69,72,75,33,,,,,
2485,Jaime Romero,26,176,77,CÃ³rdoba CF,12000,82,66,69,79,36,,,,,
2486,Candeias,29,177,78,Rangers FC,50000,85,68,69,76,43,,,,,
2487,O. Åahan,30,179,71,Trabzonspor,30000,76,71,71,75,57,,,,,
2488,Da Costa,33,186,81,Bologna,34000,,,,,,75,72,64,39,75
2489,V. Manceau,27,176,70,Angers SCO,21000,50,45,70,74,76,,,,,
2490,Y. Seleznyov,31,187,87,Kardemir KarabÃ¼kspor,17000,59,75,60,64,36,,,,,
2491,JosÃ© Ãngel,27,182,77,SD Eibar,18000,75,51,67,69,71,,,,,
2492,J. Hopf,30,194,94,GenÃ§lerbirliÄi SK,14000,,,,,,75,71,67,45,75
2493,Oier,31,178,72,CA Osasuna,10000,73,61,68,68,72,,,,,
2494,MÃ­chel,28,183,71,Real Valladolid CF,11000,62,66,76,74,49,,,,,
2495,O. Gonzalez,28,196,85,Pachuca,28000,63,36,50,43,74,,,,,
2496,A. RÃ­os,28,172,77,Deportivo Toluca,17000,66,57,68,62,70,,,,,
2497,I. ArmaÅ,29,194,82,FC Anzhi Makhachkala,21000,52,33,51,39,76,,,,,
2498,J. Schieber,28,186,83,Hertha BSC,30000,68,75,59,64,28,,,,,
2499,Y. Ãztekin,30,179,70,Galatasaray SK,50000,79,70,69,77,39,,,,,
2500,M. Besler,30,183,77,Sporting Kansas City,8000,74,42,63,64,73,,,,,
2501,A. Bedoya,30,178,73,Philadelphia Union,9000,69,65,70,72,62,,,,,
2502,I. ObradoviÄ,28,180,79,RSC Anderlecht,21000,72,59,71,72,69,,,,,
2503,S. Al Faraj,27,175,69,Al Hilal,36000,68,68,75,74,70,,,,,
2504,L. OrbÃ¡n,28,184,76,Racing Club,18000,66,53,65,61,76,,,,,
2505,Kim Shin Wook,29,197,97,Jeonbuk Hyundai Motors,14000,51,75,62,65,46,,,,,
2506,H. MiliÄ,28,183,74,Olympiacos CFP,1000,72,57,67,73,73,,,,,
2507,V. Ignatiev,30,180,72,Lokomotiv Moscow,38000,80,68,73,73,52,,,,,
2508,P. Lasne,28,186,77,Montpellier HSC,26000,68,72,73,73,71,,,,,
2509,M. Caraglio,28,187,86,Club Atlas,25000,57,74,61,69,27,,,,,
2510,JÃºnior CaiÃ§ara,28,173,70,Medipol BaÅakÅehir FK,24000,82,57,71,77,69,,,,,
2511,Juan Villar,29,182,72,CD Tenerife,10000,87,71,68,74,32,,,,,
2512,Miguel Rosa,28,176,70,Os Belenenses,9000,66,73,75,75,41,,,,,
2513,A. Yusupov,27,180,73,FC Rostov,52000,66,63,73,71,71,,,,,
2514,FÃ¡bio Espinho,31,171,64,Boavista FC,10000,70,71,74,76,59,,,,,
2515,NÃ©lson Lenho,33,179,75,CD Aves,12000,68,47,71,71,72,,,,,
2516,RÃ´mulo,30,178,72,Hellas Verona,26000,75,65,73,76,69,,,,,
2517,Tiago Pinto,29,177,70,OsmanlÄ±spor,18000,82,60,71,75,69,,,,,
2518,R. PetroviÄ,28,193,78,Sporting CP,15000,48,62,65,61,72,,,,,
2519,J. Fuenzalida,32,170,67,Chile,0,83,63,71,78,66,,,,,
2520,A. Ragusa,27,183,78,Sassuolo,50000,88,67,67,77,33,,,,,
2521,Raul GarcÃ­a,28,175,72,CD LeganÃ©s,22000,74,62,71,67,71,,,,,
2522,F. Jara,28,181,76,Pachuca,33000,78,74,67,75,33,,,,,
2523,J. McClean,28,180,70,West Bromwich Albion,60000,77,67,69,76,58,,,,,
2524,V. Pajot,26,180,68,AS Saint-Ãtienne,33000,65,57,71,72,74,,,,,
2525,S. Igboun,26,173,73,FC Ufa,29000,92,70,61,75,33,,,,,
2526,Arbilla,30,177,76,SD Eibar,18000,67,55,68,67,75,,,,,
2527,G. Burdisso,28,189,85,Club LeÃ³n,28000,45,41,51,49,74,,,,,
2528,V. Stoyanov,30,188,91,Bulgaria,0,,,,,,71,75,71,49,73
2529,Diego,29,178,79,Stade de Reims,11000,74,73,75,75,47,,,,,
2530,G. Torje,27,168,71,Kardemir KarabÃ¼kspor,33000,82,70,67,79,37,,,,,
2531,J. Schmid,27,179,79,FC Augsburg,24000,75,68,71,74,61,,,,,
2532,S. AnÄelkoviÄ,31,186,82,Venezia FC,6000,66,40,45,51,74,,,,,
2533,M. Ostrzolek,27,178,72,Hannover 96,33000,75,46,64,72,72,,,,,
2534,J. Meram,28,185,75,Columbus Crew SC,10000,75,72,68,78,62,,,,,
2535,F. Uribe,29,181,76,Deportivo Toluca,21000,72,73,56,71,34,,,,,
2536,R. Mora,29,170,74,River Plate,23000,79,74,67,74,28,,,,,
2537,A. Martynovich,29,192,85,FC Krasnodar,36000,73,50,57,54,77,,,,,
2538,D. SuÃ¡rez,29,173,68,Getafe CF,22000,81,66,66,66,69,,,,,
2539,L. Melgarejo,26,178,76,Spartak Moscow,56000,84,69,66,76,63,,,,,
2540,Ewerton,28,188,83,1. FC NÃ¼rnberg,13000,59,37,56,60,74,,,,,
2541,D. Stracqualursi,29,189,85,Club AtlÃ©tico Tigre,6000,64,76,50,62,40,,,,,
2542,F. Pereyra,29,172,70,Club Necaxa,15000,79,71,70,76,32,,,,,
2543,Cristiano,30,183,83,Kashiwa Reysol,15000,90,73,68,73,38,,,,,
2544,T. Matlaba,29,169,75,Orlando Pirates,1000,83,71,69,74,70,,,,,
2545,I. Santini,28,190,90,Stade Malherbe Caen,26000,38,78,54,64,37,,,,,
2546,E. Bicfalvi,29,187,80,FC Ural Yekaterinburg,34000,63,75,69,72,55,,,,,
2547,O. Othman,31,181,72,Al Nassr,33000,70,29,46,48,73,,,,,
2548,P. Capelle,30,180,71,Angers SCO,23000,74,71,73,76,66,,,,,
2549,J. Fernandes,28,183,78,Alanyaspor,18000,78,70,56,75,30,,,,,
2550,VÃ­ctor RodrÃ­guez,27,167,65,Seattle Sounders FC,9000,77,71,71,77,45,,,,,
2551,A. Chipciu,28,177,73,RSC Anderlecht,23000,77,70,72,73,48,,,,,
2552,L. Depoitre,28,191,91,Huddersfield Town,50000,55,72,59,63,37,,,,,
2553,J. Cuadrado,32,181,79,Once Caldas,2000,,,,,,74,71,67,46,72
2554,D. Bocanegra,30,182,76,AtlÃ©tico Nacional,6000,73,56,68,65,71,,,,,
2555,D. GonzÃ¡lez,29,172,73,Racing Club,20000,68,66,68,71,73,,,,,
2556,D. Braghieri,30,186,79,Club Atlético Lanús,16000,66,49,47,55,73,,,,,
2557,M. Casco,29,170,69,River Plate,20000,84,62,65,72,70,,,,,
2558,R. Botta,27,177,71,San Lorenzo de Almagro,23000,80,63,74,78,30,,,,,
2559,G. Sara,29,183,84,Boca Juniors,18000,,,,,,74,70,75,43,69
2560,J. Schunke,30,193,85,Estudiantes de La Plata,16000,33,29,51,43,75,,,,,
2561,D. Kreilach,28,186,83,1. FC Union Berlin,32000,59,71,70,71,66,,,,,
2562,Marcelo Goiano,29,176,69,SC Braga,12000,76,49,60,72,72,,,,,
2563,E. Triverio,28,184,78,Racing Club,22000,72,74,52,71,31,,,,,
2564,Zainadine,29,178,75,Clube Sport MarÃ­timo,10000,71,39,55,62,74,,,,,
2565,Kuca,27,181,63,Boavista FC,10000,85,68,66,76,24,,,,,
2566,Enaldo Praz,29,177,73,Palmeiras,31000,72,49,68,64,74,,,,,
2567,Jailson Caeiro,25,177,75,AtlÃ©tico Mineiro,28000,74,53,63,73,72,,,,,
2568,Kel Perinho,33,192,79,AtlÃ©tico Paranaense,15000,54,45,66,59,74,,,,,
2569,Hugo Goiteira,25,190,88,AtlÃ©tico Mineiro,28000,43,48,55,50,74,,,,,
2570,KaÃ­qundo Calado,25,183,79,Cruzeiro,24000,56,47,57,53,75,,,,,
2571,Claudiano Sobrino,33,177,72,Santos,17000,73,57,74,72,70,,,,,
2572,Emilio PiodÃ£o,25,177,78,Cruzeiro,24000,74,64,69,70,70,,,,,
2573,Edvaldisco,25,183,71,Botafogo,16000,74,56,71,71,71,,,,,
2574,Sebas Couteira,29,178,70,Santos,20000,79,62,72,73,44,,,,,
2575,KauÃ£ Abranches,33,177,70,Sport Club do Recife,17000,85,64,67,74,57,,,,,
2576,NicolÃ¡s Formido,29,183,77,Cruzeiro,29000,71,65,75,74,39,,,,,
2577,Victorino Magela,29,188,85,Palmeiras,26000,,,,,,71,72,73,42,75
2578,Adrianiscito,25,193,88,Fluminense,24000,,,,,,68,76,74,18,77
2579,Padilhisco,25,182,82,SÃ£o Paulo,24000,83,57,65,75,71,,,,,
2580,Jesus Andradaldo,25,177,73,Cruzeiro,24000,73,46,67,73,75,,,,,
2581,Ãdundo Oliveira,25,183,79,AtlÃ©tico Mineiro,28000,56,46,59,50,74,,,,,
2582,Enaldo Toxeto,29,181,79,Palmeiras,31000,68,54,58,63,73,,,,,
2583,Duirval Diniz,33,187,82,Sport Club do Recife,16000,54,47,55,49,74,,,,,
2584,Edercinho Sepa,29,179,76,GrÃªmio,22000,75,72,65,67,73,,,,,
2585,Pascoal Muscato,25,177,84,AtlÃ©tico Clube Goianiense,13000,59,68,68,70,72,,,,,
2586,FÃ¡bio Melitinho,33,170,67,GrÃªmio,23000,51,73,75,74,30,,,,,
2587,JosÃ© Mirazar,33,180,74,Coritiba,23000,74,63,75,75,34,,,,,
2588,Marlon Nideiro,33,169,66,Sport Club do Recife,17000,79,63,71,77,31,,,,,
2589,Jacson Zonta,33,181,74,AtlÃ©tico Clube Goianiense,15000,76,61,72,74,30,,,,,
2590,Leo Caldeirinha,33,175,75,AtlÃ©tico Paranaense,16000,72,72,73,75,29,,,,,
2591,Alvildo Sousa,33,183,79,Ponte Preta,17000,69,69,72,73,35,,,,,
2592,HÃ©lton Celanova,25,180,92,Botafogo,20000,55,76,60,66,22,,,,,
2593,Erick Gameira,25,180,76,GrÃªmio,24000,83,72,58,74,33,,,,,
2594,Jadson Vidigal,25,175,70,Palmeiras,34000,79,76,57,63,22,,,,,
2595,Caio MilaÃ§ar,33,170,67,VitÃ³ria,15000,67,68,69,76,37,,,,,
2596,K. Havertz,18,186,77,Bayer 04 Leverkusen,25000,72,59,71,75,40,,,,,
2597,W. FarÃ­Ã±ez,19,175,84,Venezuela,0,,,,,,73,70,69,49,74
2598,K. Amian Adou,19,180,78,Toulouse Football Club,13000,73,41,64,68,73,,,,,
2599,T. Abraham,19,190,82,Swansea City,56000,80,70,53,67,25,,,,,
2600,S. Ascacibar,20,168,70,VfB Stuttgart,17000,73,47,63,65,74,,,,,
2601,J. Kluivert,18,171,66,Ajax,8000,86,63,65,81,36,,,,,
2602,Adama,21,178,76,Middlesbrough,15000,93,60,59,81,24,,,,,
2603,T. Davies,19,180,70,Everton,46000,73,61,71,74,58,,,,,
2604,Richarlison,20,181,70,Watford,38000,81,70,60,77,25,,,,,
2605,I. Sarr,19,180,70,Stade Rennais FC,13000,93,68,63,76,29,,,,,
2606,Douglas Luiz,19,178,65,Girona FC,52000,74,64,71,72,72,,,,,
2607,A. Mawson,23,188,87,Swansea City,45000,53,43,42,53,73,,,,,
2608,R. Gauld,21,169,61,CD Aves,12000,84,62,70,78,38,,,,,
2609,H. Mukhtar,22,173,70,BrÃ¸ndby IF,18000,78,64,68,78,38,,,,,
2610,MarÃ­n,20,184,77,Villarreal CF,20000,73,45,63,70,69,,,,,
2611,L. Blas,19,180,70,En Avant de Guingamp,13000,75,65,71,77,59,,,,,
2612,Diogo GonÃ§alves,20,177,71,SL Benfica,10000,82,69,63,78,30,,,,,
2613,A. Tuanzebe,19,185,75,Manchester United,44000,75,34,57,64,73,,,,,
2614,Gelson Dala,20,175,65,Sporting CP,14000,86,73,52,79,25,,,,,
2615,D. Gray,21,180,74,Leicester City,45000,90,66,64,80,23,,,,,
2616,Gabriel Boschilia,21,172,63,AS Monaco,24000,74,65,70,77,42,,,,,
2617,I. Success,21,182,90,Watford,38000,84,68,64,76,29,,,,,
2618,Diego GonzÃ¡lez,22,184,86,MÃ¡laga CF,18000,68,28,57,52,73,,,,,
2619,D. Calabria,20,176,70,Milan,51000,78,41,65,72,71,,,,,
2620,W. Anton,20,189,75,Hannover 96,25000,56,43,55,58,73,,,,,
2621,A. Barboza,22,192,88,River Plate,16000,52,30,48,53,76,,,,,
2622,V. JovanoviÄ,21,188,80,FC Girondins de Bordeaux,26000,59,46,59,63,73,,,,,
2623,O. Alderete,20,188,77,Gimnasia y Esgrima La Plata,11000,69,60,63,69,72,,,,,
2624,J. Grealish,21,175,68,Aston Villa,27000,75,61,71,77,31,,,,,
2625,L. Augustinsson,23,181,72,SV Werder Bremen,21000,80,59,73,72,66,,,,,
2626,A. Fransson,23,180,74,FC Basel 1893,27000,78,60,69,67,68,,,,,
2627,J. Correa,22,188,77,Sevilla FC,14000,73,70,73,75,33,,,,,
2628,M. Miazga,21,191,84,Vitesse,60000,65,25,45,56,72,,,,,
2629,A. Petagna,22,188,85,Atalanta,25000,57,68,58,69,22,,,,,
2630,Marlon Santos,21,182,80,OGC Nice,76000,58,44,56,64,73,,,,,
2631,Ailton,22,181,66,VfB Stuttgart,19000,85,60,61,72,70,,,,,
2632,M. VeljkoviÄ,21,184,77,SV Werder Bremen,19000,55,28,54,57,74,,,,,
2633,J. St. Juste,20,183,71,Feyenoord,11000,83,52,54,70,72,,,,,
2634,F. Guilbert,22,178,70,Stade Malherbe Caen,18000,69,46,64,66,74,,,,,
2635,Pedro Rocha,22,175,72,Spartak Moscow,49000,79,67,66,74,35,,,,,
2636,Luiz AraÃºjo,21,175,70,LOSC Lille,33000,84,62,70,77,41,,,,,
2637,P. Etebo,21,176,70,CD Feirense,9000,84,69,65,78,23,,,,,
2638,A. Gomis,23,194,80,SPAL,24000,,,,,,75,71,66,42,73
2639,S. Schrijvers,20,178,66,KRC Genk,13000,74,71,71,74,44,,,,,
2640,I. Kutepov,23,192,83,Spartak Moscow,40000,33,47,57,47,74,,,,,
2641,F. Di Francesco,23,178,75,Bologna,44000,78,65,72,79,29,,,,,
2642,S. Barreiro,23,188,80,Club Atlas,17000,69,33,42,53,76,,,,,
2643,L. Janson,22,169,67,Club AtlÃ©tico Tigre,13000,74,70,64,78,29,,,,,
2644,Jason,22,178,65,Levante UD,20000,80,72,65,78,30,,,,,
2645,M. Cornet,20,179,69,Olympique Lyonnais,45000,87,72,63,75,35,,,,,
2646,S. Perica,21,192,80,Udinese,23000,69,71,49,65,27,,,,,
2647,E. Ofori,22,172,70,VfB Stuttgart,21000,72,56,69,79,62,,,,,
2648,O. Duda,22,181,74,Hertha BSC,23000,69,60,70,78,33,,,,,
2649,David Soria,24,192,85,Sevilla FC,10000,,,,,,76,67,58,41,78
2650,Alex Berenguer,21,175,73,Torino,27000,85,62,65,76,64,,,,,
2651,C. Larin,22,188,86,Orlando City SC,9000,70,73,46,65,27,,,,,
2652,A. TourÃ©,21,183,72,AS Monaco,22000,72,51,63,70,73,,,,,
2653,O. EstupiÃ±Ã¡n,20,182,74,VitÃ³ria GuimarÃ£es,10000,73,72,49,69,25,,,,,
2654,Charles,23,186,84,Clube Sport MarÃ­timo,6000,,,,,,76,71,63,29,68
2655,Bernardo,22,186,76,RB Leipzig,40000,75,44,59,66,71,,,,,
2656,Xeka,22,186,79,Dijon FCO,33000,55,57,69,70,62,,,,,
2657,E. Bardhi,21,172,64,Levante UD,18000,73,72,73,76,36,,,,,
2658,M. GÃ³mez,20,186,80,RC Celta,20000,66,74,58,64,24,,,,,
2659,B. Gibson,24,185,78,Middlesbrough,15000,63,26,44,46,75,,,,,
2660,A. Limbombe,22,177,72,Club Brugge KV,19000,88,68,65,78,21,,,,,
2661,G. Caprari,23,176,72,Sampdoria,31000,88,66,70,80,17,,,,,
2662,J. Lascelles,23,189,83,Newcastle United,45000,62,27,49,54,73,,,,,
2663,C. Taylor,23,176,70,Burnley,38000,75,54,66,71,71,,,,,
2664,E. Krafth,22,181,79,Bologna,36000,76,52,65,69,72,,,,,
2665,R. Fraser,23,163,60,Bournemouth,49000,88,64,68,76,42,,,,,
2666,A. GonzÃ¡lez,22,173,70,Monterrey,42000,79,67,71,74,64,,,,,
2667,Sergi Samper,22,181,72,UD Las Palmas,85000,46,46,72,67,66,,,,,
2668,Edgar IÃ©,23,178,68,LOSC Lille,30000,78,45,55,63,72,,,,,
2669,R. Durmisi,23,168,68,Real Betis,18000,85,62,71,74,66,,,,,
2670,D. Yedlin,23,173,73,Newcastle United,45000,93,51,64,74,67,,,,,
2671,Samir,22,188,80,Udinese,20000,68,33,53,55,76,,,,,
2672,L. Mazzitelli,21,184,76,Sassuolo,32000,65,56,73,72,67,,,,,
2673,Nano,22,178,79,Levante UD,19000,82,72,61,72,27,,,,,
2674,Z. Machach,21,184,77,Toulouse Football Club,22000,75,64,72,76,57,,,,,
2675,Carlos Ponck,22,183,84,CD Aves,10000,67,42,51,59,73,,,,,
2676,M. Mohammadi,23,178,79,Terek Grozny,25000,89,54,63,74,67,,,,,
2677,M. Lazzari,23,174,67,SPAL,13000,83,52,70,71,31,,,,,
2678,S. PlavÅ¡iÄ,21,166,60,Sparta Praha,1000,88,65,60,76,23,,,,,
2679,C. DoukourÃ©,24,180,82,Levante UD,18000,74,58,67,69,71,,,,,
2680,M. Gregoritsch,23,193,87,FC Augsburg,21000,67,73,70,72,40,,,,,
2681,K. Frei,23,171,70,Medipol BaÅakÅehir FK,22000,90,69,66,80,34,,,,,
2682,K. Rekik,22,186,79,Hertha BSC,21000,67,39,52,59,71,,,,,
2683,A. Pritchard,24,171,62,Norwich City,31000,73,69,71,76,38,,,,,
2684,A. Lozano,24,183,79,FC Barcelona B,9000,84,69,58,72,31,,,,,
2685,L. Trossard,22,172,69,KRC Genk,15000,80,72,70,77,19,,,,,
2686,S. Tibbling,22,174,72,BrÃ¸ndby IF,18000,72,52,72,77,61,,,,,
2687,Ademilson,23,176,74,Gamba Osaka,13000,90,71,58,79,33,,,,,
2688,D. Pelkas,23,175,68,PAOK,1000,79,66,73,75,26,,,,,
2689,T. Foket,22,178,77,KAA Gent,19000,80,57,69,73,68,,,,,
2690,G. Laborde,23,182,81,FC Girondins de Bordeaux,36000,69,70,63,71,32,,,,,
2691,M. Al Owais,25,185,77,Al Ahli,25000,,,,,,74,72,54,45,72
2692,RubÃ©n GarcÃ­a,23,171,72,Real Sporting de GijÃ³n,20000,80,65,68,79,36,,,,,
2693,J. Cabot,23,164,60,FC Lorient,8000,91,68,61,79,29,,,,,
2694,E. Pulgar,23,186,83,Bologna,36000,67,54,65,72,69,,,,,
2695,M. Shevchenko,24,187,80,Shakhtar Donetsk,1000,,,,,,74,72,68,45,69
2696,Naranjo,22,182,82,CD LeganÃ©s,16000,81,72,66,75,23,,,,,
2697,M. Tisserand,24,190,80,VfL Wolfsburg,18000,70,59,69,68,72,,,,,
2698,W. Ãngel,24,188,84,Terek Grozny,25000,57,30,44,46,71,,,,,
2699,S. Gigot,23,187,85,KAA Gent,17000,65,28,60,58,72,,,,,
2700,J. Alonso,24,184,82,LOSC Lille,30000,61,43,54,58,72,,,,,
2701,D. Machado,23,172,62,KAA Gent,17000,85,55,64,71,67,,,,,
2702,A. Roa,24,175,69,Deportivo Cali,3000,80,60,72,77,52,,,,,
2703,M. Nakamba,23,177,71,Club Brugge KV,18000,72,50,59,67,72,,,,,
2704,A. Adnan,23,185,70,Udinese,20000,76,67,69,74,67,,,,,
2705,M. Sylla,23,184,80,KAA Gent,20000,77,72,61,72,39,,,,,
2706,A. Micai,23,186,77,Bari,4000,,,,,,71,72,62,47,73
2707,S. GÃ¼mÃ¼Å,23,179,71,Galatasaray SK,43000,86,74,65,77,31,,,,,
2708,Kim Seung Joon,22,181,73,Ulsan Hyundai FC,8000,81,66,63,74,24,,,,,
2709,Edmilson Junior,22,181,71,Standard de LiÃ¨ge,15000,78,69,65,77,44,,,,,
2710,G. Shoji,24,182,74,Kashima Antlers,11000,81,32,50,51,73,,,,,
2711,L. PokornÃ½,23,190,83,Montpellier HSC,20000,62,52,61,60,72,,,,,
2712,F. RÃ¸nnow,24,190,78,BrÃ¸ndby IF,12000,,,,,,74,71,66,46,70
2713,A. Cornelius,24,193,79,Atalanta,25000,70,72,53,66,26,,,,,
2714,T. Carroll,25,178,66,Swansea City,55000,66,58,74,70,52,,,,,
2715,J. Tarkowski,24,191,81,Burnley,38000,63,43,61,64,73,,,,,
2716,O. Hiljemark,25,184,73,Panathinaikos FC,1000,71,60,68,71,64,,,,,
2717,Lucas Piazon,23,182,73,Fulham,75000,71,72,72,74,34,,,,,
2718,I. DiomandÃ©,24,183,82,Stade Malherbe Caen,18000,67,56,65,69,72,,,,,
2719,Ilori,24,190,80,Reading,27000,75,38,50,61,74,,,,,
2720,M. KrmenÄÃ­k,24,190,93,Czech Republic,0,74,70,57,69,27,,,,,
2721,A. Lazaar,25,184,80,Benevento,50000,78,57,66,75,69,,,,,
2722,F. Helander,24,192,84,Bologna,36000,48,33,44,50,75,,,,,
2723,S. Byram,23,180,72,West Ham United,60000,75,60,66,72,70,,,,,
2724,B. BaÅaÃ§Ä±koÄlu,22,173,70,Feyenoord,15000,88,68,63,78,38,,,,,
2725,J. Jeanvier,24,185,84,Stade de Reims,9000,72,35,49,55,71,,,,,
2726,F. Falco,25,171,70,Perugia,44000,81,64,69,78,25,,,,,
2727,F. Ceccherini,25,187,75,Crotone,12000,65,15,34,50,73,,,,,
2728,G. FernÃ¡ndez,25,178,75,Godoy Cruz,14000,76,67,72,76,61,,,,,
2729,K. MÃ¶hwald,23,183,77,1. FC NÃ¼rnberg,12000,67,68,76,73,47,,,,,
2730,J. Haberer,23,186,78,SC Freiburg,23000,67,68,68,76,43,,,,,
2731,C. Njie,23,175,68,Olympique de Marseille,26000,93,70,65,75,30,,,,,
2732,W. Zimmerman,24,191,84,FC Dallas,7000,60,50,52,50,71,,,,,
2733,B. Pearson,22,176,71,Preston North End,13000,66,49,61,69,68,,,,,
2734,U. SpajiÄ,24,184,83,RSC Anderlecht,18000,68,40,53,62,72,,,,,
2735,A. Blake,26,193,79,Philadelphia Union,7000,,,,,,75,68,63,42,68
2736,M. Samatta,24,181,78,KRC Genk,16000,81,73,59,69,22,,,,,
2737,CafÃº,24,183,84,FC Metz,12000,66,70,61,68,71,,,,,
2738,A. Esiti,23,189,82,KAA Gent,17000,47,48,55,63,72,,,,,
2739,U. ÄurÄeviÄ,23,182,82,Olympiacos CFP,1000,69,75,54,69,29,,,,,
2740,A. Zeneli,22,176,71,SC Heerenveen,11000,86,66,65,81,35,,,,,
2741,K. Saief,23,176,77,KAA Gent,19000,77,70,70,73,49,,,,,
2742,B. Kuwas,24,178,70,Heracles Almelo,11000,79,71,68,78,23,,,,,
2743,Costinha,24,170,64,VitÃ³ria de SetÃºbal,8000,88,69,70,77,56,,,,,
2744,K. Laifis,24,186,77,Standard de LiÃ¨ge,13000,67,63,68,67,73,,,,,
2745,D. BraÅ¡anac,25,178,72,CD LeganÃ©s,22000,62,66,69,66,62,,,,,
2746,J. Zmrhal,23,189,79,Czech Republic,0,81,69,69,70,52,,,,,
2747,O. Nyland,26,192,90,FC Ingolstadt 04,17000,,,,,,74,68,78,48,74
2748,S. Caulker,25,191,77,Queens Park Rangers,25000,71,32,54,60,73,,,,,
2749,I. Saadi,25,179,75,RC Strasbourg Alsace,24000,76,71,53,69,23,,,,,
2750,J. Sala,25,181,75,Sampdoria,28000,76,63,72,73,70,,,,,
2751,L. Crisetig,24,183,80,Bologna,40000,55,51,72,72,66,,,,,
2752,L. Castaignos,24,188,78,Vitesse,15000,72,71,63,69,28,,,,,
2753,M. Linnes,25,177,72,Galatasaray SK,43000,87,54,64,73,70,,,,,
2754,Pedro Mendes,26,186,78,Montpellier HSC,23000,63,36,40,60,75,,,,,
2755,J. Brabec,24,186,83,KRC Genk,13000,56,51,59,62,72,,,,,
2756,J. Okore,24,183,80,Aalborg BK,13000,75,41,48,59,69,,,,,
2757,R. Holzhauser,24,193,88,FK Austria Wien,18000,45,72,74,70,67,,,,,
2758,N. FÃ¼llkrug,24,189,83,Hannover 96,35000,68,69,61,68,28,,,,,
2759,S. Kverkvelia,25,196,87,Lokomotiv Moscow,33000,71,30,49,37,75,,,,,
2760,A. Ring,26,178,73,New York City FC,8000,78,60,69,72,70,,,,,
2761,S. PrciÄ,23,181,73,Stade Rennais FC,18000,64,62,73,72,68,,,,,
2762,V. Claesson,25,183,79,FC Krasnodar,36000,69,71,71,71,40,,,,,
2763,M. van der Hoorn,24,190,83,Swansea City,45000,38,45,47,47,75,,,,,
2764,D. Bessa,24,178,75,Hellas Verona,23000,71,70,74,77,44,,,,,
2765,Clinton Mata,24,180,72,KRC Genk,12000,88,57,64,71,69,,,,,
2766,A. Thomasson,23,177,72,FC Nantes,20000,74,68,71,75,59,,,,,
2767,M. Michel,25,188,82,Angers SCO,16000,,,,,,74,71,67,49,72
2768,J. Pelupessy,24,172,63,Heracles Almelo,9000,67,42,65,70,68,,,,,
2769,J. Brenet,23,181,74,PSV,13000,89,36,59,70,68,,,,,
2770,AndrÃ© Ramalho,25,182,75,Bayer 04 Leverkusen,38000,55,59,65,65,73,,,,,
2771,J. van Overeem,23,181,71,AZ Alkmaar,10000,72,59,73,76,53,,,,,
2772,O. Kayode,24,176,67,Girona FC,88000,92,70,57,74,36,,,,,
2773,C. McGregor,24,174,67,Celtic,42000,75,65,69,74,43,,,,,
2774,Koo Ja Ryong,25,183,75,Suwon Samsung Bluewings,9000,72,29,45,48,73,,,,,
2775,Ricardo Esgaio,24,173,68,SC Braga,10000,68,59,67,77,73,,,,,
2776,J. Maclaren,23,178,70,SV Darmstadt 98,23000,86,69,59,71,40,,,,,
2777,ZaldÃºa,25,176,70,CD LeganÃ©s,23000,72,34,59,60,73,,,,,
2778,F. Diedhiou,24,189,80,Bristol City,40000,59,72,44,65,26,,,,,
2779,Bustinza,25,175,75,CD LeganÃ©s,20000,70,35,61,62,73,,,,,
2780,J. BenÃ­tez,24,182,81,Monterrey,46000,79,70,54,72,22,,,,,
2781,Hernani,23,188,77,AS Saint-Ãtienne,40000,69,68,66,69,72,,,,,
2782,G. RodrÃ­guez,22,185,80,Club AmÃ©rica,38000,60,49,65,62,71,,,,,
2783,S. Deli,25,192,84,CÃ´te d'Ivoire,0,76,50,60,64,72,,,,,
2784,R. Lod,24,180,76,Panathinaikos FC,1000,72,72,70,72,45,,,,,
2785,J. GÃ³ralski,24,172,66,Poland,0,72,46,64,67,70,,,,,
2786,P. Lees-Melou,24,185,69,OGC Nice,26000,70,62,75,75,49,,,,,
2787,N. StojiljkoviÄ,24,182,76,Kayserispor,12000,68,72,58,69,39,,,,,
2788,J. Ito,24,176,68,Kashiwa Reysol,12000,88,63,65,72,60,,,,,
2789,R. Benzar,25,185,79,Romania,0,76,52,67,62,71,,,,,
2790,S. Kaya,26,183,82,Sparta Praha,1000,68,38,54,60,74,,,,,
2791,M. Hansen,27,189,87,SC Heerenveen,17000,,,,,,73,69,67,49,73
2792,S. Dewaest,26,188,88,KRC Genk,15000,54,41,44,37,73,,,,,
2793,H. Lansbury,26,185,85,Aston Villa,35000,62,69,71,70,59,,,,,
2794,E. MuÃ±oz,26,185,82,CD LeganÃ©s,21000,53,29,43,45,74,,,,,
2795,H. GonzÃ¡lez,26,185,82,Monterrey,36000,,,,,,74,73,69,33,73
