,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
5468,C. AlzÃ¡te,30,163,63,Jaguares de CÃ³rdoba,1000,83,62,70,72,39,,,,,
5469,C. Vilches,34,182,78,Universidad de Chile,7000,49,40,50,57,70,,,,,
5470,S. Ubilla,27,172,68,Universidad de Chile,8000,85,69,61,72,31,,,,,
5471,M. Cerato,30,171,68,Club LeÃ³n,17000,91,60,62,72,28,,,,,
5472,F. Schultz,26,172,72,Universidad de Chile,7000,76,55,67,69,60,,,,,
5473,R. FernÃ¡ndez,27,184,80,Al Fayha,13000,68,71,63,68,25,,,,,
5474,L. Benegas,29,180,78,Universidad de Chile,8000,74,72,48,61,34,,,,,
5475,G. Voboril,31,177,72,Universidad CatÃ³lica,6000,77,31,57,66,68,,,,,
5476,N. IbÃ¡Ã±ez,36,185,85,Newell's Old Boys,5000,,,,,,75,65,76,45,67
5477,G. DÃ­az,30,175,75,VÃ©lez Sarsfield,8000,78,55,70,71,63,,,,,
5478,C. Rigamonti,31,188,87,Belgrano de CÃ³rdoba,7000,,,,,,70,63,63,44,76
5479,N. Moiraghi,33,180,80,Club AtlÃ©tico Tigre,8000,55,32,40,45,70,,,,,
5480,D. AntoliÄ,28,180,73,Legia Warszawa,7000,59,67,72,69,55,,,,,
5481,D. CerÃ©n,28,177,73,Houston Dynamo,5000,57,57,64,62,66,,,,,
5482,Y. Kashiwagi,30,176,73,Urawa Red Diamonds,7000,67,63,73,66,46,,,,,
5483,J. ZacarÃ­a,28,172,76,Universidad de Chile,8000,79,67,67,71,51,,,,,
5484,F. Al Ansari,31,195,73,Al Faisaly,13000,58,54,71,67,64,,,,,
5485,M. Azira,30,178,73,Montreal Impact,5000,65,53,63,66,66,,,,,
5486,C. Mosquera,27,164,66,Patriotas BoyacÃ¡ FC,2000,89,59,57,73,49,,,,,
5487,S. Popov,27,186,77,Kasimpa?a SK,8000,72,61,64,63,70,,,,,
5488,Jiang Zhipeng,29,178,67,Hebei China Fortune FC,9000,78,57,68,67,66,,,,,
5489,S. Griesbeck,27,189,85,1. FC Heidenheim 1846,7000,54,47,59,60,70,,,,,
5490,T. Zwane,28,170,75,South Africa,0,78,58,69,73,49,,,,,
5491,M. Saito,28,169,68,Kawasaki Frontale,6000,81,65,64,75,22,,,,,
5492,Y. Kakitani,28,177,68,Cerezo Osaka,6000,82,67,61,72,25,,,,,
5493,F. Pellegrino,32,197,90,Club AtlÃ©tico HuracÃ¡n,6000,,,,,,68,76,57,37,71
5494,K. Vandendriessche,28,183,83,KV Oostende,10000,67,68,65,61,69,,,,,
5495,V. Aguilera,29,187,88,Club AmÃ©rica,29000,54,48,53,53,71,,,,,
5496,E. Loeschbor,31,180,78,Monarcas Morelia,13000,55,39,43,46,70,,,,,
5497,L. Gregory,29,188,80,Millwall,10000,72,68,54,65,28,,,,,
5498,Querol,29,183,75,CF Reus Deportiu,6000,92,64,62,66,54,,,,,
5499,JesÃºs Imaz,27,174,70,WisÅa KrakÃ³w,5000,75,68,63,70,31,,,,,
5500,J. SÃ¡nchez,30,177,77,Junior FC,2000,71,64,69,69,63,,,,,
5501,H. Yamada,29,173,66,JÃºbilo Iwata,4000,72,64,68,72,53,,,,,
5502,N. Leyes,28,181,78,AtlÃ©tico TucumÃ¡n,7000,63,44,60,59,71,,,,,
5503,Cai Huikang,28,183,82,Shanghai SIPG FC,9000,56,40,54,60,68,,,,,
5504,Guilherme SityÃ¡,28,179,76,Jagiellonia BiaÅystok,6000,80,35,66,70,65,,,,,
5505,L. CÃ¡ceda,30,190,89,Paraguay,0,60,25,35,41,70,,,,,
5506,N. OmladiÄ,28,180,72,SpVgg Greuther FÃ¼rth,7000,71,56,71,75,43,,,,,
5507,J. Berthomier,28,177,74,ESTAC Troyes,6000,70,68,72,68,51,,,,,
5508,M. Tahrat,28,193,86,Racing Club de Lens,6000,50,26,54,53,68,,,,,
5509,E. Rolland,29,184,83,KV Kortrijk,9000,63,63,64,69,65,,,,,
5510,J. BenÃ­tez,26,178,77,CD Universidad de ConcepciÃ³n,3000,80,68,60,72,35,,,,,
5511,Rodrigo Pinho,27,185,79,C.S. Mar�timo,7000,63,71,57,71,25,,,,,
5512,Victor Fachinhas,34,182,77,CearÃ¡ Sporting Club,9000,,,,,,69,73,58,38,63
5513,Breno Bemposta,34,176,78,CearÃ¡ Sporting Club,11000,50,57,66,68,71,,,,,
5514,Marlinito Dias,34,189,84,Cruzeiro,14000,56,44,64,55,66,,,,,
5515,Edsinho Torres,34,178,77,Sport Club do Recife,9000,70,54,60,60,67,,,,,
5516,FlÃ¡vio Rebeilo,26,175,69,Santos,9000,81,44,60,71,65,,,,,
5517,Daguinho Parrela,34,185,81,Internacional,13000,78,44,68,58,68,,,,,
5518,Bernardo Motinho,26,179,74,Cruzeiro,14000,72,52,66,66,69,,,,,
5519,Milton Menceiros,26,182,84,CearÃ¡ Sporting Club,11000,72,49,57,57,68,,,,,
5520,Eltson Marques,26,188,88,Internacional,13000,46,43,43,48,70,,,,,
5521,Barbosaldinho,30,186,82,Chapecoense,9000,53,29,47,39,70,,,,,
5522,Lourival Dinisco,30,188,85,ParanÃ¡,11000,62,52,53,48,71,,,,,
5523,Ansel Barnisco,30,184,82,ParanÃ¡,11000,63,54,65,62,70,,,,,
5524,Alam Basteirinho,26,183,74,Santos,10000,53,61,71,71,36,,,,,
5525,Renaldo Justinho,34,180,74,Botafogo,12000,73,60,68,71,42,,,,,
5526,Macarinho Louro,30,175,70,Bahia,8000,82,60,67,76,32,,,,,
5527,Raphael Paneira,30,184,78,GrÃªmio,17000,57,62,68,75,36,,,,,
5528,Diogildo Peixe,30,181,71,Sport Club do Recife,10000,72,65,65,75,25,,,,,
5529,Sevinho Santos,30,180,75,Cruzeiro,17000,64,66,54,70,31,,,,,
5530,C. Peralta,28,178,79,La Equidad,2000,74,70,44,67,29,,,,,
5531,Waguininho,28,178,69,Suwon Samsung Bluewings,6000,75,65,65,71,52,,,,,
5532,G. Acosta,29,170,65,AtlÃ©tico TucumÃ¡n,7000,78,56,66,71,63,,,,,
5533,K. Watanabe,31,182,77,Gamba Osaka,8000,52,70,65,67,30,,,,,
5534,Jony Reitosa,26,176,74,CearÃ¡ Sporting Club,11000,78,42,54,59,67,,,,,
5535,Jairo Farnias,30,179,76,Internacional,11000,,,,,,64,68,69,55,68
5536,Allan ArdaÃºjo,30,178,75,AmÃ©rica FC (Minas Gerais),10000,64,60,70,69,37,,,,,
5537,C. Quintana,30,190,84,Club AtlÃ©tico Talleres,9000,51,32,48,49,69,,,,,
5538,RamÃ³n Folch,28,182,78,Real Oviedo,7000,40,55,64,66,70,,,,,
5539,N. Gorosito,29,186,79,Albacete BP,5000,68,51,60,54,67,,,,,
5540,D. Benlamri,28,185,83,Al Shabab,17000,60,28,52,50,68,,,,,
5541,Luisinho,27,176,67,Al Faisaly,14000,76,68,65,75,22,,,,,
5542,Vinicius Trieiro,26,177,73,Botafogo,11000,74,44,63,67,66,,,,,
5543,Jailson Oliva,26,171,65,AtlÃ©tico Mineiro,16000,83,38,58,69,67,,,,,
5544,Luan Sendeiro,26,181,78,Internacional,13000,69,56,71,60,68,,,,,
5545,Nilson Padilho,30,184,81,Chapecoense,10000,71,59,65,70,42,,,,,
5546,A. Ãbalos,32,165,67,Club Deportes Temuco,2000,69,63,70,70,41,,,,,
5547,V. Lampropoulos,28,185,83,AEK Athens,1000,69,42,55,61,71,,,,,
5548,Tiago Lopes,29,180,66,Kayserispor,8000,73,52,63,70,67,,,,,
5549,Nathan OtÃ¡vio,28,186,88,Kashiwa Reysol,6000,64,34,51,50,70,,,,,
5550,J. Arp,18,184,78,Hamburger SV,4000,69,68,45,70,22,,,,,
5551,Brahim DÃ­az,18,170,68,Manchester City,24000,74,65,61,76,29,,,,,
5552,T. Weah,18,185,66,Paris Saint-Germain,16000,83,69,58,68,30,,,,,
5553,M. Shaparenko,19,178,72,Dynamo Kyiv,1000,58,60,65,67,64,,,,,
5554,C. Carter-Vickers,20,183,92,Swansea City,21000,63,23,49,51,68,,,,,
5555,B. Mansilla,21,180,79,Racing Club,7000,91,66,58,71,26,,,,,
5556,C. Stengs,19,187,68,AZ Alkmaar,4000,78,51,70,75,33,,,,,
5557,LÃ©o JabÃ¡,19,181,80,PAOK,1000,81,67,55,70,26,,,,,
5558,G. Taylor,20,174,62,Kilmarnock,3000,78,52,66,66,62,,,,,
5559,F. Passlack,20,170,74,Norwich City,13000,74,59,66,73,65,,,,,
5560,E. Audero,21,190,80,Sampdoria,17000,,,,,,74,66,63,52,65
5561,E. Palacios,19,177,66,River Plate,5000,74,65,67,71,58,,,,,
5562,B. Riveros,20,178,68,FC Basel 1893,8000,84,29,54,73,61,,,,,
5563,A. Isak,18,190,74,Borussia Dortmund,11000,77,65,52,70,27,,,,,
5564,B. Brereton,19,185,75,Blackburn Rovers,12000,86,65,58,70,42,,,,,
5565,D. Rice,19,185,80,West Ham United,12000,61,32,53,58,69,,,,,
5566,Maycon,20,173,71,Shakhtar Donetsk,1000,70,63,66,68,65,,,,,
5567,D. Arzani,19,171,73,Celtic,20000,80,59,62,73,31,,,,,
5568,R. Petretta,21,176,70,FC Basel 1893,8000,79,36,61,67,67,,,,,
5569,D. Zagadou,19,196,90,Borussia Dortmund,8000,64,31,46,50,67,,,,,
5570,Fernando,19,176,72,Shakhtar Donetsk,1000,77,61,60,71,26,,,,,
5571,D. Brooks,20,183,62,Bournemouth,19000,72,58,65,72,31,,,,,
5572,G. Gaudino,21,175,75,Chievo Verona,6000,66,41,69,73,50,,,,,
5573,S. McKenna,21,189,80,Aberdeen,3000,59,29,42,43,67,,,,,
5574,N. Dalmonte,20,169,73,Cesena,2000,77,65,62,71,48,,,,,
5575,H. Choudhury,20,178,64,Leicester City,17000,65,44,58,62,71,,,,,
5576,D. Sow,21,184,77,BSC Young Boys,8000,77,55,69,68,60,,,,,
5577,L. BÃ©nes,20,181,72,Borussia M�nchengladbach,9000,65,64,71,68,35,,,,,
5578,N. Barrios,20,156,58,San Lorenzo de Almagro,7000,76,59,67,72,40,,,,,
5579,J. Ardaiz,19,183,81,Frosinone,5000,85,68,54,65,20,,,,,
5580,RogÃ©rio,20,178,70,Sassuolo,24000,75,48,61,68,66,,,,,
5581,K. BistroviÄ,20,183,75,PFC CSKA Moscow,1000,63,51,64,64,69,,,,,
5582,S. Rossbach,22,189,80,Odds BK,2000,,,,,,69,67,65,44,67
5583,P. Billing,22,197,80,Huddersfield Town,16000,57,64,63,66,67,,,,,
5584,D. Kownacki,21,187,75,Sampdoria,13000,73,67,58,67,28,,,,,
5585,D. Oberlin,20,182,74,FC Basel 1893,10000,92,66,60,73,42,,,,,
5586,C. Manea,20,183,77,Romania,0,72,38,59,59,67,,,,,
5587,J. Bowen,21,174,70,Hull City,10000,76,66,61,71,38,,,,,
5588,M. Ãelik,21,180,67,LOSC Lille,9000,71,40,62,65,67,,,,,
5589,A. Favilli,21,190,78,Genoa,30000,70,67,45,65,24,,,,,
5590,M. Cash,20,179,64,Nottingham Forest,16000,81,53,65,71,57,,,,,
5591,A. Engin,21,180,70,MSV Duisburg,3000,80,58,61,72,41,,,,,
5592,G. Larsonneur,21,181,69,Stade Brestois 29,2000,,,,,,70,66,67,50,67
5593,Pedro Pereira,20,182,72,Genoa,4000,73,38,59,68,68,,,,,
5594,T. Tomiyasu,19,188,84,Sint-Truidense VV,2000,70,28,52,62,68,,,,,
5595,P. Sandler,21,190,82,Manchester City,28000,67,39,62,69,69,,,,,
5596,A. Barkok,20,188,75,Fortuna D�sseldorf,11000,70,61,62,78,52,,,,,
5597,Z. Youssouf,18,182,81,FC Girondins de Bordeaux,8000,70,57,68,73,55,,,,,
5598,M. WaguÃ©,19,177,70,FC Barcelona,20000,81,40,58,71,64,,,,,
5599,L. Singh,20,171,60,SC Braga,6000,86,69,59,77,29,,,,,
5600,D. Vente,19,181,70,Feyenoord,4000,77,65,55,67,28,,,,,
5601,G. Arabidze,20,172,62,CD Nacional,5000,82,62,64,77,29,,,,,
5602,P. Dawidowicz,23,191,85,Hellas Verona,4000,66,46,61,60,67,,,,,
5603,A. Mitryushkin,22,189,82,FC Sion,9000,,,,,,72,64,66,36,69
5604,A. Leya Iseka,20,183,82,Toulouse Football Club,11000,85,72,49,68,22,,,,,
5605,R. Kent,21,172,65,Rangers FC,31000,87,58,63,74,23,,,,,
5606,M. MittelstÃ¤dt,21,178,69,Hertha BSC,8000,76,52,63,72,66,,,,,
5607,K. Walker-Peters,21,174,64,Tottenham Hotspur,21000,74,36,60,69,68,,,,,
5608,J. Fuchs,20,174,70,FC Sochaux-MontbÃ©liard,3000,80,46,58,67,66,,,,,
5609,Edu ExpÃ³sito,21,179,67,Deportivo de La CoruÃ±a,4000,58,67,63,71,63,,,,,
5610,B. RadunoviÄ,22,194,90,US Cremonese,7000,,,,,,70,69,64,41,70
5611,V. Nelsson,19,185,75,FC NordsjÃ¦lland,3000,65,39,59,60,68,,,,,
5612,F. Cassata,20,183,75,Frosinone,16000,67,47,68,71,54,,,,,
5613,F. Ballo-TourÃ©,21,182,70,LOSC Lille,9000,82,46,65,68,64,,,,,
5614,M. Djenepo,20,177,65,Standard de Li�ge,6000,86,61,58,76,34,,,,,
5615,T. Malacia,18,169,67,Feyenoord,3000,84,42,55,71,65,,,,,
5616,J. Repas,21,171,68,Stade Malherbe Caen,9000,78,61,67,72,41,,,,,
5617,I. Ganago,19,176,78,OGC Nice,8000,69,70,52,68,34,,,,,
5618,B. Sosa,20,186,77,VfB Stuttgart,10000,78,32,63,69,65,,,,,
5619,J. Fuentes,23,175,72,CD O'Higgins,3000,72,53,61,62,66,,,,,
5620,Carlos FernÃ¡ndez,22,186,72,Deportivo de La CoruÃ±a,7000,60,71,48,65,32,,,,,
5621,T. Ambrose,21,178,76,Racing Club de Lens,35000,81,66,52,68,29,,,,,
5622,R. EcheverrÃ­a,23,181,73,Universidad de Chile,5000,73,52,62,66,68,,,,,
5623,R. RÃºnarsson,23,186,76,Dijon FCO,4000,,,,,,70,68,72,46,67
5624,L. Morosini,22,175,70,Brescia,2000,79,59,65,71,30,,,,,
5625,David Concha,21,172,61,Real Sociedad,10000,67,64,64,73,33,,,,,
5626,J. Williams,21,178,66,Bolton Wanderers,23000,59,56,65,67,68,,,,,
5627,N. Chernov,22,188,79,PFC CSKA Moscow,1000,65,36,51,45,71,,,,,
5628,Jorge SÃ¡enz,21,192,75,CD Tenerife,3000,65,41,61,61,66,,,,,
5629,M. Matvienko,22,182,74,Shakhtar Donetsk,1000,73,43,53,56,71,,,,,
5630,A. Montero,23,196,85,Deportes Tolima,1000,,,,,,70,67,61,43,66
5631,J. Makengo,20,177,75,OGC Nice,10000,68,62,69,70,67,,,,,
5632,G. Montiel,21,175,70,River Plate,7000,79,43,58,59,66,,,,,
5633,S. Moore,21,179,73,CF Reus Deportiu,7000,79,51,58,67,63,,,,,
5634,E. Cobbaut,20,189,83,RSC Anderlecht,6000,69,34,60,62,65,,,,,
5635,Y. Suzuki,22,182,75,Kashima Antlers,6000,72,64,56,66,44,,,,,
5636,Verdasca,21,185,80,Real Zaragoza,3000,65,34,47,49,67,,,,,
5637,L. Blessing,21,165,64,Los Angeles FC,4000,87,62,57,74,39,,,,,
5638,D. Johnsen,20,185,75,Ajax,7000,81,65,65,74,31,,,,,
5639,Cucurella,19,172,69,SD Eibar,20000,84,48,62,66,63,,,,,
5640,P. Kunde Malong,22,180,85,1. FSV Mainz 05,10000,69,63,63,67,64,,,,,
5641,Pau Torres,21,191,80,MÃ¡laga CF,9000,63,24,52,51,70,,,,,
5642,J. Medina,21,178,70,New York City FC,4000,73,67,70,70,34,,,,,
5643,M. Hamdy,23,173,72,Egypt,0,68,40,40,46,72,,,,,
5644,S. Gallagher,22,193,75,Southampton,20000,66,68,53,64,44,,,,,
5645,J. Gyamerah,23,184,77,VfL Bochum 1848,7000,73,45,60,70,67,,,,,
5646,A. Hjulsager,23,175,73,RC Celta,9000,78,63,66,71,58,,,,,
5647,L. Waldschmidt,22,181,75,SC Freiburg,11000,77,65,61,71,26,,,,,
5648,J. NarvÃ¡ez,23,180,76,UD AlmerÃ­a,9000,75,69,59,71,61,,,,,
5649,N. Eliasson,22,178,72,Bristol City,17000,86,55,65,72,34,,,,,
5650,L. Valzania,22,184,77,Atalanta,11000,72,59,63,68,58,,,,,
5651,R. Coly,22,185,70,OGC Nice,11000,81,39,55,66,65,,,,,
5652,A. Polo,23,174,71,Portland Timbers,5000,88,62,60,73,24,,,,,
5653,RaÃºl Guti,21,178,75,Real Zaragoza,4000,67,62,63,64,65,,,,,
5654,R. GudiÃ±o,22,195,84,Guadalajara,10000,,,,,,72,67,60,47,64
5655,M. Christiansen,21,185,82,DSC Arminia Bielefeld,5000,60,47,65,63,66,,,,,
5656,L. Dickmann,21,177,70,SPAL,5000,72,38,57,65,68,,,,,
5657,L. KlÃ¼nter,22,184,73,Hertha BSC,10000,85,48,56,67,65,,,,,
5658,A. Kalulu,22,166,66,FC Basel 1893,11000,92,65,57,74,32,,,,,
5659,T. Awoniyi,20,183,74,KAA Gent,31000,73,67,57,64,25,,,,,
5660,P. Erras,23,196,85,1. FC N�rnberg,9000,35,42,60,46,68,,,,,
5661,Allan,21,172,70,Eintracht Frankfurt,28000,64,59,69,73,49,,,,,
5662,L. Abram,22,181,76,VÃ©lez Sarsfield,6000,62,25,37,42,71,,,,,
5663,P. SzymiÅski,24,185,76,Palermo,2000,64,31,51,58,71,,,,,
5664,Aleix Febas,22,172,64,Albacete BP,44000,66,62,68,73,56,,,,,
5665,I. Cardona,20,185,77,KSV Cercle Brugge,21000,72,69,64,70,24,,,,,
5666,I. Mathew,21,173,70,LillestrÃ¸m SK,2000,80,62,64,70,63,,,,,
5667,Marc Cardona,22,182,68,SD Eibar,48000,78,67,57,67,26,,,,,
5668,DelmÃ¡s,23,174,63,Real Zaragoza,4000,70,34,57,60,68,,,,,
5669,M. Olivera,20,184,78,Albacete BP,7000,60,24,55,55,70,,,,,
5670,T. BaÅ¡iÄ,21,189,82,FC Girondins de Bordeaux,11000,67,56,66,64,66,,,,,
5671,J. Blackman,24,199,93,Leeds United,12000,,,,,,70,69,63,27,66
5672,H. Reed,23,176,72,Blackburn Rovers,16000,62,54,67,66,67,,,,,
5673,M. Salvi,24,188,80,FC Luzern,5000,,,,,,70,69,64,39,66
5674,P. Reulet,24,181,68,Stade Malherbe Caen,7000,,,,,,72,68,67,46,69
5675,J. Swift,23,182,73,Reading,14000,64,68,70,73,57,,,,,
5676,M. Romeo,22,178,73,Millwall,6000,79,47,62,68,67,,,,,
5677,N. NinkoviÄ,23,183,78,Ascoli,2000,69,63,66,72,28,,,,,
5678,C. O'Dowda,23,180,75,Bristol City,17000,85,58,63,72,38,,,,,
5679,T. Casasola,22,188,84,US Salernitana 1919,2000,61,44,61,60,67,,,,,
5680,A. Mabil,22,179,73,FC Midtjylland,10000,92,55,59,74,28,,,,,
5681,M. Gersbeck,23,187,80,Hertha BSC,8000,,,,,,67,70,58,42,67
5682,J. Harrop,22,175,70,Preston North End,6000,69,61,69,71,39,,,,,
5683,S. Mosquera,24,185,77,Deportes Tolima,2000,48,42,41,45,68,,,,,
5684,I. Lichnovsky,24,188,79,Cruz Azul,9000,69,33,44,55,69,,,,,
5685,C. Lombardi,22,180,75,Lazio,19000,76,63,59,73,29,,,,,
5686,B. VÃ©jar,22,168,65,Colo-Colo,4000,86,55,63,69,67,,,,,
5687,C. Arango,23,180,78,CD Tondela,5000,70,68,50,69,32,,,,,
5688,Guille Donoso,22,173,65,CD Lugo,4000,79,57,66,71,39,,,,,
5689,David Raya,22,183,75,Blackburn Rovers,12000,,,,,,68,71,59,43,65
5690,C. Cadden,21,183,76,Motherwell,3000,77,54,66,69,51,,,,,
5691,M. Normann,22,179,75,Brighton & Hove Albion,18000,68,57,66,69,63,,,,,
5692,J. Glad,21,185,72,Real Salt Lake,3000,73,27,50,49,67,,,,,
5693,S. Prevljak,23,187,75,FC Red Bull Salzburg,15000,72,70,57,69,22,,,,,
5694,F. Bredlow,23,190,90,1. FC N�rnberg,7000,,,,,,71,68,60,38,64
5695,N. FernÃ¡ndez,22,165,66,Defensa y Justicia,6000,75,66,62,71,21,,,,,
5696,C. Embalo,23,175,74,Palermo,2000,91,60,62,73,20,,,,,
5697,G. PuÅcaÅ,22,188,78,Palermo,2000,67,66,48,70,27,,,,,
5698,M. Fares,22,183,75,SPAL,2000,71,61,62,73,65,,,,,
5699,H. ter Avest,21,182,78,Udinese,8000,75,41,55,66,66,,,,,
5700,S. Rosales,23,180,69,Gimnasia y Esgrima La Plata,8000,81,60,64,73,22,,,,,
5701,D. Barbona,23,175,71,AtlÃ©tico TucumÃ¡n,5000,82,61,64,71,39,,,,,
5702,C. Arrieta,22,174,69,Envigado FC,1000,85,43,55,62,64,,,,,
5703,Sergi Palencia,22,170,66,FC Girondins de Bordeaux,40000,83,55,58,66,66,,,,,
5704,G. PrÃ¶mel,23,183,78,1. FC Union Berlin,11000,64,50,63,64,64,,,,,
5705,G. TroupÃ©e,20,181,65,ADO Den Haag,6000,77,48,62,69,65,,,,,
5706,M. Guanini,22,181,80,Gimnasia y Esgrima La Plata,6000,31,28,44,40,69,,,,,
5707,Undabarrena,23,182,76,CD Tenerife,4000,64,54,69,68,66,,,,,
5708,B. Heynen,21,182,67,KRC Genk,6000,64,50,68,71,63,,,,,
5709,J. Huth,24,185,80,1. FSV Mainz 05,8000,,,,,,70,65,74,55,66
5710,J. CarreÃ±o,21,166,65,Universidad CatÃ³lica,4000,73,60,68,71,61,,,,,
5711,M. Turner,24,191,79,New England Revolution,3000,,,,,,70,69,69,39,72
5712,J. Glesnes,24,188,84,StrÃ¸msgodset IF,2000,63,47,52,58,66,,,,,
5713,J. SÃ¡nchez,20,175,71,Club AmÃ©rica,17000,76,41,56,64,65,,,,,
5714,R. Bormuth,22,190,87,Fortuna D�sseldorf,11000,71,25,39,48,69,,,,,
5715,AurÃ©lio Buta,21,172,72,Royal Antwerp FC,4000,84,50,53,72,65,,,,,
5716,M. Bero,22,182,83,Vitesse,6000,77,67,66,70,52,,,,,
5717,O. De Wolf,21,190,83,Sporting Lokeren,4000,,,,,,67,70,76,35,69
5718,J. Abrigo,23,170,66,Tiburones Rojos de Veracruz,4000,77,57,65,71,39,,,,,
5719,Deng Hanwen,23,178,73,Guangzhou Evergrande Taobao FC,7000,76,50,58,66,67,,,,,
5720,M. Kaye,23,186,77,Los Angeles FC,4000,74,51,65,68,60,,,,,
5721,P. Tsintotas,20,192,90,AEK Athens,1000,,,,,,70,70,68,30,59
5722,L. Stulac,23,175,70,Parma,14000,71,63,69,65,65,,,,,
5723,M. Madisha,23,181,75,South Africa,0,71,50,49,64,73,,,,,
5724,Luca Sangalli,23,167,74,Real Sociedad,11000,63,59,62,67,56,,,,,
5725,D. Bisoli,24,180,72,Brescia,2000,74,63,66,66,58,,,,,
5726,E. GnahorÃ©,24,188,88,Amiens SC,2000,65,64,67,72,59,,,,,
5727,J. Murphy,23,173,67,Cardiff City,20000,82,66,59,74,26,,,,,
5728,R. Murawski,24,173,68,Palermo,2000,77,53,68,70,65,,,,,
5729,P. BrÃ¥tveit,22,184,72,FK Haugesund,2000,,,,,,71,64,64,46,68
5730,E. Hestad,23,183,75,Molde FK,4000,70,63,69,72,56,,,,,
5731,J. Vanlerberghe,22,190,85,KV Oostende,8000,74,59,67,65,67,,,,,
5732,J. Green,23,173,70,SpVgg Greuther FÃ¼rth,5000,76,65,62,74,27,,,,,
5733,B. Halimi,23,170,68,BrÃ¸ndby IF,11000,72,65,66,78,55,,,,,
5734,K. Manneh,23,175,68,FC St. Gallen,7000,94,67,61,72,37,,,,,
5735,C. Akpom,22,183,70,PAOK,1000,82,68,53,67,28,,,,,
5736,Alef,23,186,76,AEK Athens,1000,54,46,59,61,69,,,,,
5737,D. Biraschi,23,182,72,Genoa,6000,59,34,50,56,70,,,,,
5738,D. Melo,24,179,76,CD Palestino,2000,,,,,,66,69,60,48,65
5739,F. Bahlouli,23,182,82,LOSC Lille,12000,71,60,66,73,44,,,,,
5740,E. Godoy,24,184,79,Club AtlÃ©tico ColÃ³n,5000,65,32,52,50,66,,,,,
5741,M. Stefaniak,23,178,76,VfL Wolfsburg,18000,82,63,67,71,29,,,,,
5742,TomÃ¡s Podstawski,23,180,72,PogoÅ Szczecin,3000,59,49,60,65,68,,,,,
5743,H. Sakhi,22,173,68,AJ Auxerre,4000,73,62,66,70,55,,,,,
5744,P. Seguin,23,186,79,VfL Wolfsburg,15000,65,49,64,65,69,,,,,
5745,G. Kyei,22,187,84,Racing Club de Lens,9000,67,67,50,67,26,,,,,
5746,Joelinton,21,186,76,TSG 1899 Hoffenheim,12000,78,64,57,69,39,,,,,
5747,J. RodrÃ­guez,22,179,80,Club AtlÃ©tico Banfield,6000,62,33,43,49,68,,,,,
5748,Javi MuÃ±oz,23,176,70,Real Oviedo,9000,67,62,62,67,60,,,,,
5749,F. Brorsson,22,185,81,MalmÃ¶ FF,3000,65,30,46,55,67,,,,,
5750,Brian OlivÃ¡n,24,179,70,CÃ¡diz CF,4000,71,56,61,70,61,,,,,
5751,A. Nkaka,22,180,79,KV Oostende,6000,71,41,59,63,69,,,,,
5752,J. Rassoul,22,187,80,Sporting Lokeren,6000,74,42,52,66,65,,,,,
5753,E. Hackman,23,187,76,Portimonense SC,4000,77,49,53,68,67,,,,,
5754,A. Ivan,21,189,81,SK Rapid Wien,7000,81,69,62,72,40,,,,,
5755,A. Å porar,24,186,82,Slovenia,0,76,67,65,71,18,,,,,
5756,M. Hartel,22,176,69,1. FC Union Berlin,13000,74,59,65,75,31,,,,,
5757,R. Oudin,21,185,79,Stade de Reims,7000,70,69,67,69,25,,,,,
5758,D. Warmerdam,22,180,73,FC Groningen,4000,71,61,66,69,65,,,,,
5759,O. Kakabadze,23,185,76,FC Luzern,6000,87,46,65,74,63,,,,,
5760,S. Ganvoula,22,190,85,VfL Bochum 1848,9000,70,69,48,57,27,,,,,
5761,I. Sackey,24,190,88,Alanyaspor,6000,48,59,57,61,70,,,,,
5762,J. Orejuela,25,179,71,Ecuador,0,67,55,63,60,66,,,,,
5763,Calero,22,183,75,Real Valladolid CF,7000,65,27,47,47,69,,,,,
5764,P. Haring,25,187,85,Heart of Midlothian,4000,65,48,64,67,69,,,,,
5765,M. Havel,23,183,78,Viktoria PlzeÅ,1000,63,28,48,52,70,,,,,
5766,T. Jibril,20,178,74,Portimonense SC,4000,75,67,60,70,19,,,,,
5767,A. ÃztÃ¼rk,24,186,90,GÃ¶ztepe SK,9000,66,58,67,65,66,,,,,
5768,AdriÃ¡n OrtolÃ¡,24,182,72,Deportivo de La CoruÃ±a,31000,,,,,,71,67,72,51,69
5769,Pablo MarÃ­,24,191,87,Deportivo de La CoruÃ±a,33000,52,40,49,49,68,,,,,
5770,A. Youga,25,186,83,Le Havre AC,4000,53,47,57,58,66,,,,,
5771,Rui Silva,24,191,91,Granada CF,3000,,,,,,71,65,61,30,66
5772,A. Aseri,24,167,64,Al Ahli,15000,88,66,63,73,28,,,,,
5773,L. Wahlqvist,21,184,78,SG Dynamo Dresden,6000,73,45,58,60,67,,,,,
5774,Caro,25,182,70,Albacete BP,4000,67,43,56,55,68,,,,,
5775,J. Cavallaro,24,172,73,Club AtlÃ©tico Tigre,6000,77,66,65,70,34,,,,,
5776,G. Monachello,24,184,79,Pescara,12000,52,70,49,68,26,,,,,
5777,A. Powell,23,182,75,Portland Timbers,3000,87,47,54,70,66,,,,,
5778,M. GÃ³mez,24,186,72,Rionegro Ãguilas,2000,72,62,65,70,60,,,,,
